#X	Z	log_Rho	Rho
0	0	1.72	52.93	
0	-0.50	1.73	53.22	
0	-1.02	1.73	54.31	
0	-1.58	1.75	56.65	
0	-2.16	1.78	60.54	
0	-2.76	1.82	66.19	
0	-3.40	1.87	73.60	
0	-4.07	1.92	82.65	
0	-4.77	1.97	92.99	
0	-5.51	2.02	104.04	
0	-6.29	2.06	115.03	
0	-7.10	2.10	125.08	
0	-7.96	2.12	133.35	
0	-8.86	2.14	139.14	
0	-9.80	2.15	142.04	
0	-10.79	2.15	142.00	
0	-11.83	2.14	139.26	
0	-12.92	2.13	134.29	
0	-14.07	2.11	127.72	
0	-15.27	2.08	120.16	
0	-16.53	2.05	112.19	
0	-17.86	2.02	104.27	
0	-19.25	1.99	96.73	
0	-20.72	1.95	89.79	
0	-22.25	1.92	83.58	
0	-23.86	1.89	78.16	
0	-25.56	1.87	73.52	
0	-27.33	1.84	69.64	
0	-29.20	1.82	66.48	
0	-31.16	1.81	63.98	
0	-33.22	1.79	62.08	
0	-35.38	1.78	60.73	
0	-37.65	1.78	59.88	
0	-40.03	1.77	59.47	
0	-42.53	1.77	59.46	
0	-45.16	1.78	59.79	
0	-47.92	1.78	60.41	
0	-50.81	1.79	61.25	
0	-53.85	1.79	62.27	
0	-57.05	1.80	63.12	
0	-60.40	1.80	63.41	
2.50	0	1.72	52.47	
2.50	-0.50	1.72	52.70	
2.50	-1.02	1.73	53.68	
2.50	-1.58	1.75	55.94	
2.50	-2.16	1.78	59.85	
2.50	-2.76	1.82	65.59	
2.50	-3.40	1.86	73.18	
2.50	-4.07	1.92	82.48	
2.50	-4.77	1.97	93.13	
2.50	-5.51	2.02	104.51	
2.50	-6.29	2.06	115.84	
2.50	-7.10	2.10	126.19	
2.50	-7.96	2.13	134.68	
2.50	-8.86	2.15	140.59	
2.50	-9.80	2.16	143.52	
2.50	-10.79	2.16	143.40	
2.50	-11.83	2.15	140.50	
2.50	-12.92	2.13	135.34	
2.50	-14.07	2.11	128.54	
2.50	-15.27	2.08	120.77	
2.50	-16.53	2.05	112.61	
2.50	-17.86	2.02	104.51	
2.50	-19.25	1.99	96.83	
2.50	-20.72	1.95	89.79	
2.50	-22.25	1.92	83.50	
2.50	-23.86	1.89	78.01	
2.50	-25.56	1.87	73.32	
2.50	-27.33	1.84	69.41	
2.50	-29.20	1.82	66.22	
2.50	-31.16	1.80	63.71	
2.50	-33.22	1.79	61.80	
2.50	-35.38	1.78	60.45	
2.50	-37.65	1.78	59.59	
2.50	-40.03	1.77	59.19	
2.50	-42.53	1.77	59.19	
2.50	-45.16	1.77	59.52	
2.50	-47.92	1.78	60.15	
2.50	-50.81	1.79	61.01	
2.50	-53.85	1.79	62.04	
2.50	-57.05	1.80	62.89	
2.50	-60.40	1.80	63.18	
5	0	1.71	50.93	
5	-0.50	1.71	51.07	
5	-1.02	1.72	51.88	
5	-1.58	1.73	54.07	
5	-2.16	1.76	58.08	
5	-2.76	1.81	64.12	
5	-3.40	1.86	72.23	
5	-4.07	1.92	82.26	
5	-4.77	1.97	93.80	
5	-5.51	2.03	106.19	
5	-6.29	2.07	118.53	
5	-7.10	2.11	129.77	
5	-7.96	2.14	138.94	
5	-8.86	2.16	145.24	
5	-9.80	2.17	148.22	
5	-10.79	2.17	147.86	
5	-11.83	2.16	144.48	
5	-12.92	2.14	138.68	
5	-14.07	2.12	131.19	
5	-15.27	2.09	122.73	
5	-16.53	2.06	113.93	
5	-17.86	2.02	105.30	
5	-19.25	1.99	97.17	
5	-20.72	1.95	89.77	
5	-22.25	1.92	83.20	
5	-23.86	1.89	77.50	
5	-25.56	1.86	72.66	
5	-27.33	1.84	68.64	
5	-29.20	1.82	65.37	
5	-31.16	1.80	62.80	
5	-33.22	1.78	60.86	
5	-35.38	1.77	59.49	
5	-37.65	1.77	58.64	
5	-40.03	1.77	58.25	
5	-42.53	1.77	58.26	
5	-45.16	1.77	58.63	
5	-47.92	1.77	59.30	
5	-50.81	1.78	60.20	
5	-53.85	1.79	61.27	
5	-57.05	1.79	62.14	
5	-60.40	1.80	62.43	
7.50	0	1.69	49.48	
7.50	-0.50	1.70	49.58	
7.50	-1.02	1.70	50.32	
7.50	-1.58	1.72	52.51	
7.50	-2.16	1.75	56.67	
7.50	-2.76	1.80	63.08	
7.50	-3.40	1.86	71.80	
7.50	-4.07	1.92	82.68	
7.50	-4.77	1.98	95.30	
7.50	-5.51	2.04	108.93	
7.50	-6.29	2.09	122.53	
7.50	-7.10	2.13	134.94	
7.50	-7.96	2.16	144.99	
7.50	-8.86	2.18	151.78	
7.50	-9.80	2.19	154.83	
7.50	-10.79	2.19	154.10	
7.50	-11.83	2.18	150.03	
7.50	-12.92	2.16	143.34	
7.50	-14.07	2.13	134.86	
7.50	-15.27	2.10	125.43	
7.50	-16.53	2.06	115.75	
7.50	-17.86	2.03	106.35	
7.50	-19.25	1.99	97.59	
7.50	-20.72	1.95	89.69	
7.50	-22.25	1.92	82.73	
7.50	-23.86	1.88	76.73	
7.50	-25.56	1.86	71.67	
7.50	-27.33	1.83	67.49	
7.50	-29.20	1.81	64.10	
7.50	-31.16	1.79	61.46	
7.50	-33.22	1.77	59.47	
7.50	-35.38	1.76	58.08	
7.50	-37.65	1.76	57.22	
7.50	-40.03	1.75	56.85	
7.50	-42.53	1.76	56.90	
7.50	-45.16	1.76	57.31	
7.50	-47.92	1.76	58.04	
7.50	-50.81	1.77	59.00	
7.50	-53.85	1.78	60.14	
7.50	-57.05	1.79	61.04	
7.50	-60.40	1.79	61.35	
10	0	1.69	49.25	
10	-0.50	1.69	49.32	
10	-1.02	1.70	50.02	
10	-1.58	1.72	52.22	
10	-2.16	1.75	56.49	
10	-2.76	1.80	63.16	
10	-3.40	1.86	72.33	
10	-4.07	1.92	83.89	
10	-4.77	1.99	97.40	
10	-5.51	2.05	112.09	
10	-6.29	2.10	126.82	
10	-7.10	2.15	140.27	
10	-7.96	2.18	151.13	
10	-8.86	2.20	158.37	
10	-9.80	2.21	161.44	
10	-10.79	2.21	160.33	
10	-11.83	2.19	155.56	
10	-12.92	2.17	147.94	
10	-14.07	2.14	138.46	
10	-15.27	2.11	128.04	
10	-16.53	2.07	117.46	
10	-17.86	2.03	107.29	
10	-19.25	1.99	97.89	
10	-20.72	1.95	89.47	
10	-22.25	1.91	82.11	
10	-23.86	1.88	75.82	
10	-25.56	1.85	70.53	
10	-27.33	1.82	66.19	
10	-29.20	1.80	62.69	
10	-31.16	1.78	59.97	
10	-33.22	1.76	57.93	
10	-35.38	1.75	56.52	
10	-37.65	1.75	55.67	
10	-40.03	1.74	55.31	
10	-42.53	1.74	55.40	
10	-45.16	1.75	55.86	
10	-47.92	1.75	56.64	
10	-50.81	1.76	57.68	
10	-53.85	1.77	58.89	
10	-57.05	1.78	59.85	
10	-60.40	1.78	60.18	
12.50	0	1.69	49.41	
12.50	-0.50	1.69	49.47	
12.50	-1.02	1.70	50.16	
12.50	-1.58	1.72	52.38	
12.50	-2.16	1.75	56.75	
12.50	-2.76	1.80	63.63	
12.50	-3.40	1.86	73.18	
12.50	-4.07	1.93	85.31	
12.50	-4.77	2.00	99.58	
12.50	-5.51	2.06	115.18	
12.50	-6.29	2.12	130.89	
12.50	-7.10	2.16	145.27	
12.50	-7.96	2.20	156.85	
12.50	-8.86	2.22	164.50	
12.50	-9.80	2.22	167.58	
12.50	-10.79	2.22	166.12	
12.50	-11.83	2.21	160.66	
12.50	-12.92	2.18	152.17	
12.50	-14.07	2.15	141.72	
12.50	-15.27	2.12	130.35	
12.50	-16.53	2.08	118.90	
12.50	-17.86	2.03	107.98	
12.50	-19.25	1.99	97.97	
12.50	-20.72	1.95	89.06	
12.50	-22.25	1.91	81.32	
12.50	-23.86	1.87	74.74	
12.50	-25.56	1.84	69.24	
12.50	-27.33	1.81	64.74	
12.50	-29.20	1.79	61.14	
12.50	-31.16	1.77	58.35	
12.50	-33.22	1.75	56.27	
12.50	-35.38	1.74	54.84	
12.50	-37.65	1.73	53.99	
12.50	-40.03	1.73	53.66	
12.50	-42.53	1.73	53.78	
12.50	-45.16	1.73	54.30	
12.50	-47.92	1.74	55.15	
12.50	-50.81	1.75	56.26	
12.50	-53.85	1.76	57.55	
12.50	-57.05	1.77	58.58	
12.50	-60.40	1.77	58.93	
15	0	1.70	49.92	
15	-0.50	1.70	49.95	
15	-1.02	1.70	50.60	
15	-1.58	1.72	52.79	
15	-2.16	1.76	57.20	
15	-2.76	1.81	64.23	
15	-3.40	1.87	74.05	
15	-4.07	1.94	86.60	
15	-4.77	2.01	101.48	
15	-5.51	2.07	117.82	
15	-6.29	2.13	134.36	
15	-7.10	2.17	149.54	
15	-7.96	2.21	161.77	
15	-8.86	2.23	169.79	
15	-9.80	2.24	172.90	
15	-10.79	2.23	171.12	
15	-11.83	2.22	165.06	
15	-12.92	2.19	155.77	
15	-14.07	2.16	144.44	
15	-15.27	2.12	132.21	
15	-16.53	2.08	119.96	
15	-17.86	2.03	108.35	
15	-19.25	1.99	97.77	
15	-20.72	1.95	88.42	
15	-22.25	1.90	80.33	
15	-23.86	1.87	73.49	
15	-25.56	1.83	67.80	
15	-27.33	1.80	63.16	
15	-29.20	1.77	59.47	
15	-31.16	1.75	56.61	
15	-33.22	1.74	54.51	
15	-35.38	1.72	53.07	
15	-37.65	1.72	52.23	
15	-40.03	1.72	51.92	
15	-42.53	1.72	52.09	
15	-45.16	1.72	52.66	
15	-47.92	1.73	53.58	
15	-50.81	1.74	54.77	
15	-53.85	1.75	56.15	
15	-57.05	1.76	57.26	
15	-60.40	1.76	57.63	
17.50	0	1.70	50.44	
17.50	-0.50	1.70	50.44	
17.50	-1.02	1.71	51.01	
17.50	-1.58	1.73	53.14	
17.50	-2.16	1.76	57.54	
17.50	-2.76	1.81	64.63	
17.50	-3.40	1.87	74.64	
17.50	-4.07	1.94	87.51	
17.50	-4.77	2.01	102.86	
17.50	-5.51	2.08	119.80	
17.50	-6.29	2.14	137.03	
17.50	-7.10	2.18	152.89	
17.50	-7.96	2.22	165.68	
17.50	-8.86	2.24	174.04	
17.50	-9.80	2.25	177.21	
17.50	-10.79	2.24	175.17	
17.50	-11.83	2.23	168.59	
17.50	-12.92	2.20	158.61	
17.50	-14.07	2.17	146.52	
17.50	-15.27	2.13	133.52	
17.50	-16.53	2.08	120.57	
17.50	-17.86	2.03	108.35	
17.50	-19.25	1.99	97.27	
17.50	-20.72	1.94	87.52	
17.50	-22.25	1.90	79.14	
17.50	-23.86	1.86	72.07	
17.50	-25.56	1.82	66.21	
17.50	-27.33	1.79	61.46	
