#X	Z	log_Rho	Rho
0	0	1.75	56.23	
0	-0.50	1.75	56.13	
0	-1.02	1.75	56.29	
0	-1.58	1.76	57.50	
0	-2.16	1.78	60.33	
0	-2.76	1.81	65.21	
0	-3.40	1.86	72.48	
0	-4.07	1.92	82.50	
0	-4.77	1.98	95.60	
0	-5.51	2.05	112.11	
0	-6.29	2.12	132.32	
0	-7.10	2.19	156.42	
0	-7.96	2.27	184.55	
0	-8.86	2.34	216.71	
0	-9.80	2.40	252.79	
0	-10.79	2.47	292.53	
0	-11.83	2.53	335.54	
0	-12.92	2.58	381.30	
0	-14.07	2.63	429.18	
0	-15.27	2.68	478.42	
0	-16.53	2.72	528.20	
0	-17.86	2.76	577.64	
0	-19.25	2.80	625.82	
0	-20.72	2.83	671.85	
0	-22.25	2.85	714.89	
0	-23.86	2.88	754.19	
0	-25.56	2.90	789.10	
0	-27.33	2.91	819.11	
0	-29.20	2.93	843.87	
0	-31.16	2.94	863.19	
0	-33.22	2.94	877.05	
0	-35.38	2.95	885.57	
0	-37.65	2.95	889.01	
0	-40.03	2.95	887.71	
0	-42.53	2.95	882.11	
0	-45.16	2.94	872.68	
0	-47.92	2.93	859.91	
0	-50.81	2.93	844.21	
0	-53.85	2.92	825.81	
0	-57.05	2.91	810.26	
0	-60.40	2.91	804.53	
2.50	0	1.75	55.92	
2.50	-0.50	1.75	55.73	
2.50	-1.02	1.75	55.69	
2.50	-1.58	1.75	56.72	
2.50	-2.16	1.77	59.42	
2.50	-2.76	1.81	64.21	
2.50	-3.40	1.85	71.46	
2.50	-4.07	1.91	81.49	
2.50	-4.77	1.98	94.64	
2.50	-5.51	2.05	111.23	
2.50	-6.29	2.12	131.54	
2.50	-7.10	2.19	155.79	
2.50	-7.96	2.26	184.07	
2.50	-8.86	2.34	216.41	
2.50	-9.80	2.40	252.66	
2.50	-10.79	2.47	292.59	
2.50	-11.83	2.53	335.79	
2.50	-12.92	2.58	381.74	
2.50	-14.07	2.63	429.81	
2.50	-15.27	2.68	479.24	
2.50	-16.53	2.72	529.19	
2.50	-17.86	2.76	578.77	
2.50	-19.25	2.80	627.08	
2.50	-20.72	2.83	673.23	
2.50	-22.25	2.86	716.35	
2.50	-23.86	2.88	755.71	
2.50	-25.56	2.90	790.64	
2.50	-27.33	2.91	820.66	
2.50	-29.20	2.93	845.41	
2.50	-31.16	2.94	864.70	
2.50	-33.22	2.94	878.52	
2.50	-35.38	2.95	887.00	
2.50	-37.65	2.95	890.39	
2.50	-40.03	2.95	889.07	
2.50	-42.53	2.95	883.46	
2.50	-45.16	2.94	874.05	
2.50	-47.92	2.94	861.37	
2.50	-50.81	2.93	845.85	
2.50	-53.85	2.92	827.88	
2.50	-57.05	2.91	813.11	
2.50	-60.40	2.91	807.87	
5	0	1.73	54.21	
5	-0.50	1.73	53.91	
5	-1.02	1.73	53.62	
5	-1.58	1.74	54.39	
5	-2.16	1.76	56.89	
5	-2.76	1.79	61.57	
5	-3.40	1.84	68.78	
5	-4.07	1.90	78.85	
5	-4.77	1.96	92.13	
5	-5.51	2.04	108.92	
5	-6.29	2.11	129.52	
5	-7.10	2.19	154.12	
5	-7.96	2.26	182.82	
5	-8.86	2.33	215.63	
5	-9.80	2.40	252.41	
5	-10.79	2.47	292.90	
5	-11.83	2.53	336.69	
5	-12.92	2.58	383.26	
5	-14.07	2.64	431.93	
5	-15.27	2.68	481.96	
5	-16.53	2.73	532.48	
5	-17.86	2.77	582.60	
5	-19.25	2.80	631.38	
