59
# x y z
0	0	0
10	0	0
20	0	0
30	0	0
40	0	0
50	0	0
60	0	0
70	0	0
80	0	0
90	0	0
100	0	0
110	0	0
120	0	0
130	0	0
140	0	0
150	0	0
160	0	0
170	0	0
180	0	0
190	0	0
200	0	0
210	0	0
220	0	0
230	0	0
240	0	0
250	0	0
260	0	0
270	0	0
280	0	0
290	0	0
300	0	0
310	0	0
320	0	0
330	0	0
340	0	0
350	0	0
360	0	0
370	0	0
380	0	0
390	0	0
400	0	0
410	0	0
420	0	0
430	0	0
440	0	0
450	0	0
460	0	0
470	0	0
480	0	0
490	0	0
500	0	0
510	0	0
520	0	0
530	0	0
540	0	0
550	0	0
560	0	0
570	0	0
580	0	0
1593
# a b m n err i ip iperr k r rhoa u valid 
1	2	3	4	1.00046480195592e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.42456930814701e+02	0.00000000000000e+00	5.20784194293181e+01	0.00000000000000e+00	1
1	2	4	5	1.00207081168707e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.25757711360030e+03	0.00000000000000e+00	5.94744828339658e+01	0.00000000000000e+00	1
1	2	5	6	1.00531326990920e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.80279643983879e+03	0.00000000000000e+00	7.23817595207871e+01	0.00000000000000e+00	1
1	2	6	7	1.01094694180857e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.03702825422861e+03	0.00000000000000e+00	8.25904022749788e+01	0.00000000000000e+00	1
1	2	7	8	1.01993919996773e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.85097274714405e+04	0.00000000000000e+00	9.26857086602762e+01	0.00000000000000e+00	1
1	2	8	9	1.03366381074733e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.41900426146974e+04	0.00000000000000e+00	1.00030981689370e+02	0.00000000000000e+00	1
1	2	9	10	1.05403474018131e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.84593332369615e+04	0.00000000000000e+00	1.09151146115288e+02	0.00000000000000e+00	1
1	2	10	11	1.08354823298019e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.39379634713545e+04	0.00000000000000e+00	1.12439213869991e+02	0.00000000000000e+00	1
1	2	11	12	1.12560887874145e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.43150531156434e+05	0.00000000000000e+00	1.15464074938462e+02	0.00000000000000e+00	1
1	2	12	13	1.18435124031174e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.08160790749783e+05	0.00000000000000e+00	1.13739812460348e+02	0.00000000000000e+00	1
1	2	13	14	1.26577270529042e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.90347195511775e+05	0.00000000000000e+00	1.08695025673459e+02	0.00000000000000e+00	1
