59
# x y z
0	0	0
10	0	0
20	0	0
30	0	0
40	0	0
50	0	0
60	0	0
70	0	0
80	0	0
90	0	0
100	0	0
110	0	0
120	0	0
130	0	0
140	0	0
150	0	0
160	0	0
170	0	0
180	0	0
190	0	0
200	0	0
210	0	0
220	0	0
230	0	0
240	0	0
250	0	0
260	0	0
270	0	0
280	0	0
290	0	0
300	0	0
310	0	0
320	0	0
330	0	0
340	0	0
350	0	0
360	0	0
370	0	0
380	0	0
390	0	0
400	0	0
410	0	0
420	0	0
430	0	0
440	0	0
450	0	0
460	0	0
470	0	0
480	0	0
490	0	0
500	0	0
510	0	0
520	0	0
530	0	0
540	0	0
550	0	0
560	0	0
570	0	0
580	0	0
1588
# a b m n err i ip iperr k r rhoa u valid 
1	2	3	4	1.00012388032755e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.42456930814701e+02	0.00000000000000e+00	1.96034445547392e+02	0.00000000000000e+00	1
1	2	4	5	1.00063567787399e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.25757711360030e+03	0.00000000000000e+00	1.97554119226102e+02	0.00000000000000e+00	1
1	2	5	6	1.00185559253225e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.80279643983879e+03	0.00000000000000e+00	2.04773385073192e+02	0.00000000000000e+00	1
1	2	6	7	1.00415668087856e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.03702825422861e+03	0.00000000000000e+00	2.18538282614692e+02	0.00000000000000e+00	1
1	2	7	8	1.00794245945908e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.85097274714405e+04	0.00000000000000e+00	2.36817350551185e+02	0.00000000000000e+00	1
1	2	8	9	1.01388615848688e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.41900426146974e+04	0.00000000000000e+00	2.47028473695792e+02	0.00000000000000e+00	1
1	2	9	10	1.02282435190436e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.84593332369615e+04	0.00000000000000e+00	2.52981487258571e+02	0.00000000000000e+00	1
1	2	10	11	1.03631069971025e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.39379634713545e+04	0.00000000000000e+00	2.58165244511524e+02	0.00000000000000e+00	1
1	2	11	12	1.05613596371837e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.43150531156434e+05	0.00000000000000e+00	2.59169322457571e+02	0.00000000000000e+00	1
1	2	12	13	1.08466380890656e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.08160790749783e+05	0.00000000000000e+00	2.44400929658369e+02	0.00000000000000e+00	1
1	2	13	14	1.12582227824104e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.90347195511775e+05	0.00000000000000e+00	2.32916801747567e+02	0.00000000000000e+00	1
1	2	14	15	1.18319468276322e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.90419813263213e+05	0.00000000000000e+00	2.14785633684231e+02	0.00000000000000e+00	1
1	2	15	16	1.26212718533642e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.08644495823783e+05	0.00000000000000e+00	1.91352302789062e+02	0.00000000000000e+00	1
1	2	16	17	1.36788771716118e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-6.45144559917177e+05	0.00000000000000e+00	1.76520889358520e+02	0.00000000000000e+00	0
1	2	17	18	1.50446932847786e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-8.00153059409201e+05	0.00000000000000e+00	1.60045694910457e+02	0.00000000000000e+00	0
1	2	18	19	1.68045249433314e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.74156282123025e+05	0.00000000000000e+00	1.50117345009245e+02	0.00000000000000e+00	0
1	2	19	20	1.89886064356506e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.16793569706898e+06	0.00000000000000e+00	1.33014994791318e+02	0.00000000000000e+00	0
1	2	20	21	2.17539201656877e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.38254593449906e+06	0.00000000000000e+00	1.16960969329227e+02	0.00000000000000e+00	0
1	2	21	22	2.51719984107025e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.61926742563811e+06	0.00000000000000e+00	1.08048001028425e+02	0.00000000000000e+00	0
1	2	22	23	2.92234343675562e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.87955864442729e+06	0.00000000000000e+00	9.58925109365939e+01	0.00000000000000e+00	0
1	2	23	24	3.37925989089067e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.16502013393113e+06	0.00000000000000e+00	9.54340471347043e+01	0.00000000000000e+00	0
1	2	24	25	3.89854226535067e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.47737474254445e+06	0.00000000000000e+00	8.70498705484610e+01	0.00000000000000e+00	0
1	2	25	26	4.47084778300677e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-2.81846289397169e+06	0.00000000000000e+00	8.53880440378768e+01	0.00000000000000e+00	0
1	2	26	27	5.13389665913789e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.19025123779804e+06	0.00000000000000e+00	7.10587444109240e+01	0.00000000000000e+00	0
1	2	27	28	5.87192857712240e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-3.59485162058825e+06	0.00000000000000e+00	8.18786540907916e+01	0.00000000000000e+00	0
1	2	28	29	6.75398162647447e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-4.03455197347907e+06	0.00000000000000e+00	6.53845436812844e+01	0.00000000000000e+00	0
1	2	29	30	7.66798186684893e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-4.51185523780400e+06	0.00000000000000e+00	6.19776107437172e+01	0.00000000000000e+00	0
1	2	30	31	8.75998480360438e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.02952781275150e+06	0.00000000000000e+00	5.50961653521201e+01	0.00000000000000e+00	0
1	2	31	32	9.95719228125590e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-5.59066148560774e+06	0.00000000000000e+00	6.05888772946935e+01	0.00000000000000e+00	0
1	2	32	33	1.13222068457098e-01	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-6.19874654288500e+06	0.00000000000000e+00	6.20895675463822e+01	0.00000000000000e+00	0
1	2	33	34	1.28608395023276e-01	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-6.85776218073158e+06	0.00000000000000e+00	5.47842121791627e+01	0.00000000000000e+00	0
1	2	34	35	1.45159664875921e-01	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-7.57229267603466e+06	0.00000000000000e+00	5.18447834298555e+01	0.00000000000000e+00	0
1	2	35	36	1.63118744123595e-01	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-8.34766084871763e+06	0.00000000000000e+00	3.85752498732928e+01	0.00000000000000e+00	0
1	2	36	37	1.84766655475410e-01	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-9.19011608297676e+06	0.00000000000000e+00	5.08882587321640e+01	0.00000000000000e+00	0
1	2	37	38	2.11003383510501e-01	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.01070522277544e+07	0.00000000000000e+00	3.61393273644774e+01	0.00000000000000e+00	0
1	2	38	39	2.36934802297008e-01	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.11072962712733e+07	0.00000000000000e+00	5.01168858151172e+01	0.00000000000000e+00	0
1	2	39	40	2.61265236256179e-01	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.22015082190460e+07	0.00000000000000e+00	4.54164586551064e+01	0.00000000000000e+00	0
1	2	40	41	2.83853587571914e-01	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.34026630709391e+07	0.00000000000000e+00	4.83858497117858e+01	0.00000000000000e+00	0
1	2	41	42	3.12266637476288e-01	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.47267417505398e+07	0.00000000000000e+00	5.24523833286337e+01	0.00000000000000e+00	0
